Tree,unique_gene_count,genes
74,69,ADCK5|ADSS|AHCTF1|ARHGAP39|BAI1|BRF2|CDC42BPA|CDH1|CEP170|COL22A1|CPSF1|CSMD1|CSMD3|CYP11B1|DNAH14|EFR3A|FAM135B|FER1L6|FGF4|FLG|FLG2|GATA3|GPR137B|GRHL2|GSDMC|HHLA1|INTS8|IRF2BP2|KCNK9|KCNU1|LRRC6|LY6D|MIR30D|MYEOV|NDRG1|NDUFB9|NOTCH2|NRBP2|OBSCN|OR14K1|OR2AK2|OR2C3|OR2G6|OR2L3|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|OXR1|PDP1|PIK3CA|PKHD1L1|PLD5|PVT1|RAD54B|RGS7|RIMS2|SDCCAG8|SLC52A2|STAR|TBC1D31|TCHH|TMEM74|TP53|TRIM67|TRPS1|TTN|ZP4
75,71,ABRA|ADCY8|AHCTF1|ANO1|ASH1L|BCL9|CDC42BPA|CDH1|CDH17|CSMD1|CSMD3|DENND3|DNAH14|DPYS|EFR3A|EPPK1|ERBB2|FLG|GATA3|GDF6|GLI4|GPR137B|HHLA1|HMCN1|IRF2BP2|KCNQ3|KHDRBS3|KIAA1429|KIF26B|MTBP|MYC|MYEOV|NDUFB9|NECAB1|NOTCH2|OBSCN|OC90|OR14K1|OR2C3|OR2T2|ORAOV1|OXR1|PCAT1|PIK3CA|PLD5|PLEC|PLEKHA6|POU5F1B|PPFIA1|PVT1|RAD54B|RECQL4|RN7SL350P|RYR2|SETDB1|SHANK2|SPTA1|TACC1|TAF2|TBC1D31|TCHH|TP53|TRAPPC9|TRIM67|TTN|USH2A|VPS13B|ZFPM2|ZNF251|ZNF623|ZP4
76,61,ARID4B|ASH1L|ATAD2|BAALC|BAG4|CCDC166|CDH1|COL14A1|COL22A1|CPSF1|CSMD3|EFR3A|ENPP2|ERBB2|ERLIN2|FAM49B|FER1L6|FMN2|GATA3|GPR137B|HHLA1|HMCN1|INTS8|KCNQ3|KCNU1|KHDRBS3|LINC00536|MATN2|MYEOV|NOTCH2|OR14K1|OR2AK2|OR2B11|OR2T1|OR2T3|OR2T34|ORAOV1|OXR1|PCAT1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|POU5F1B|PVT1|RAD21|RAD54B|RIMS2|SLC30A8|SPTA1|SYBU|TACC1|TCHH|TG|TP53|TRAPPC9|TRIQK|TRPS1|TTN|USH2A|ZNF670
77,66,ADCK5|AHCTF1|ARC|ARID4B|BAALC|BAI1|BCL9|CA14|CDH1|CNBD1|CSMD1|CSMD3|CYP11B1|DENND3|EFR3A|EIF3H|ENPP2|ERBB2|ERLIN2|ESRP1|FAM135B|FMN2|GATA3|GDF6|GRHL2|HHLA1|HMCN1|HSF1|INTS8|KCNQ3|LINC00536|LY6D|MIR30D|MIR548AA1|MYEOV|NDUFB9|NOTCH2|NOV|OBSCN|OR2AK2|OR2T1|OR2T2|OR2T3|ORAOV1|PCAT1|PIK3CA|PLEC|PLEKHA6|PLEKHF2|RAD54B|RIMS2|RN7SL350P|SLC30A8|SLC52A2|SYBU|TARBP1|TBC1D31|TG|TMEM74|TP53|TRIM67|TRPS1|TTN|ZFPM2|ZNF250|ZP4
78,69,ABRA|ADCK5|ADCY8|AHCTF1|ATAD2|BAALC|BAI1|BCL9|CA14|CDH1|CDH17|CNBD1|COL22A1|CPSF1|CSMD1|CSMD3|CTTN|CYP11B1|DENND3|DNAH14|EFR3A|ENPP2|EPPK1|ERLIN2|FAM135B|FGF4|FLG|FMN2|GATA3|GDF6|GLI4|HHLA1|HMCN1|HSF1|KCNQ3|MTSS1|MYEOV|NDUFB9|NID1|OR13G1|OR2AK2|OR2T2|OR2T3|OR2T34|OXR1|PARP10|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|RAD54B|RIMS2|RYR2|SLC26A7|SNX31|SPTA1|TACC1|TCHH|TMEM75|TP53|TRAPPC9|TRIM67|TRIQK|TRPS1|TTN|ZFAT|ZFPM2|ZNF496
79,69,ADCK5|ADCY8|AHCTF1|AKT3|ASH1L|BAALC|CA14|CEP170|COL22A1|CSMD1|CSMD3|CYP11B1|DENND3|DPY19L4|ENPP2|EPPK1|ERBB2|ERLIN2|FAM84B|FER1L6|FGFR1|FLG|FLG2|GATA3|GDF6|GPR137B|GRHL2|HMCN1|INTS8|KCNQ3|KIF26B|LRP12|MYC|MYEOV|NDUFB9|NLRP3|NOTCH2|OBSCN|OC90|OR2AK2|OR2C3|OR2T2|OR2T3|OR2T34|ORAOV1|OXR1|PCNXL2|PIK3CA|PKHD1L1|PLD5|PVT1|RAD54B|RIMS2|RYR2|SCRIB|SHANK2|SLC26A7|SLC52A2|TCHH|TMEM67|TP53|TRIM67|TRPS1|TTN|USH2A|VPS13B|ZFPM2|ZNF695|ZP4
80,75,ADCK5|AGO2|ARHGAP39|ASH2L|ATP6V1C1|BAALC|BAI1|BCL9|CASC8|CCDC166|CDH1|COL14A1|COL22A1|CSMD3|DENND3|DPY19L4|ENPP2|ERBB2|FLG|FMN2|GATA3|GLI4|GOT1L1|GPR137B|GRHL2|HSF1|IRF2BP2|KCNQ3|KCNU1|KIAA0196|LINC00536|LRRC6|LSM1|LY6D|MATN2|MIR30D|MTBP|MYEOV|NDUFAF6|NDUFB9|NECAB1|NLRP3|NOTCH2|OR14K1|OR2B11|OR2C3|OR2T1|OR2T3|OR2T33|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PLEKHA6|PVT1|RAD54B|RYR2|SDC2|SHANK2|SIPA1L2|SLC26A7|SLC52A2|SPTA1|TACC1|TARBP1|TARS2|TCHH|TP53|TRPS1|TTN|USH2A|WISP1|ZFPM2|ZNF670|ZP4
81,67,ADCK5|ADSS|AHCTF1|ANO1|ARC|BAALC|BAG4|BAI1|BCL9|CDC42BPA|CDH1|CDH17|CNBD1|COL22A1|CPQ|CSMD3|EFR3A|ENPP2|EPPK1|ERBB2|FER1L6|FLG|FMN2|GATA3|GPR137B|GSDMC|HSF1|KCNU1|LY6D|LYST|MIR30D|MTBP|NDUFB9|NLRP3|NOTCH2|OC90|OR2AK2|OR2C3|OR2M5|OR2T1|OR2T2|OR2T3|ORAOV1|OXR1|PCAT1|PDE4DIP|PIK3CA|PLD5|PLEKHF2|POU5F1B|PPFIA1|PVT1|RYR2|SHANK2|SPTA1|TAF2|TBC1D31|TCHH|TP53|TRAPPC9|TRIM67|TTN|VPS13B|YWHAZ|ZFPM2|ZNF703|ZP4
82,72,ADCK5|ADCY8|ANGPT1|ANO1|ASH1L|ATAD2|BAALC|BCL9|CA14|CCDC166|CDH1|CNBD1|COL14A1|CSMD1|CSMD3|DCAF13|DNAH14|EIF3H|ENPP2|EPPK1|ERBB2|ERLIN2|FER1L6|FGF4|FLG|GATA3|GLI4|GRHL2|HHLA1|HMCN1|HSF1|INTS8|KCNQ3|MAPK15|MIR30D|MTBP|MYEOV|NDUFB9|NOTCH2|NOV|OR2AK2|OR2B11|OR2C3|OR2L3|OR2T1|OR2T2|OR2T34|ORAOV1|PARP10|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|POU5F1B|RAD21|RAD54B|RN7SKP226|RUNX1T1|RYR2|SHANK2|TARBP1|TCHH|TG|TMEM74|TMEM75|TP53|TRPS1|TTN|USH2A|ZFPM2|ZNF670|ZP4
83,75,ABRA|ADCK5|AHCTF1|ANO1|ARHGAP39|ARNT|ASH1L|BAALC|BAG4|BAI1|CA14|CDC42BPA|CDH1|CEP170|CSMD3|DDHD2|DENND3|ECM1|EFR3A|ENPP2|ERBB2|ERLIN2|ESRP1|FAM135B|FAM83A|FLG2|GATA3|GPR124|GPR137B|HMCN1|HORMAD1|KCNQ3|KIF26B|KMO|LYST|MIR1208|MIR599|MYEOV|NLRP3|OBSCN|OC90|OR2AK2|OR2C3|OR2G2|OR2L13|OR2T2|OR2T3|OR2T34|ORAOV1|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHA6|PLEKHF2|RAD54B|RIMS2|SNX31|SPTA1|TARBP1|TARS2|TCHH|TP53|TRAPPC9|TRIM67|TRIQK|TRPS1|TTN|UBR5|USH2A|ZFPM2|ZNF16|ZNF670|ZNF695|ZP4
84,47,ADCY8|AGO2|ANO1|ASH1L|BCL9|BRF2|CDH1|CEP170|COL22A1|CSMD1|CSMD3|CTTN|DNAH14|DPY19L4|ERBB2|FAM49B|FLG|GATA3|GDF6|HMCN1|KCNQ3|MTSS1|MYEOV|NOTCH2|OBSCN|OR14A16|OR2T33|OXR1|PKHD1L1|PPFIA1|RAD54B|RGS22|RYR2|SHANK2|SMYD3|SPTA1|TACC1|TARBP1|TP53|TP53INP1|TRAPPC9|TTN|UBR5|ZHX1|ZNF250|ZNF623|ZNF703
85,59,ADCY8|ADSS|ANO1|ARID4B|ASH1L|BAG4|C1orf101|CA14|CCND1|CDC42BPA|CDH1|CNBD1|CSMD1|DENND3|DNAH14|EFR3A|EMC2|ENPP2|EPPK1|ERBB2|FAM135B|FAM84B|FLG|GATA3|GOT1L1|GPR137B|GRHL2|HMCN1|LRP12|LYST|MTSS1|NOTCH2|OBSCN|OC90|OR11L1|OR2AK2|OR2L3|OR2T34|ORAOV1|PCNXL2|PIK3CA|PKHD1L1|PLD5|PPAPDC1B|PPFIA1|PVT1|RAB11FIP1|RN7SL350P|RYR2|SHANK2|SPTA1|TACC1|TARBP1|TP53|TRIM67|TRPS1|TTN|WHSC1L1|ZNF670
86,58,AHCTF1|AKT3|ANGPT1|ANO1|ASH1L|CCDC166|CDC42BPA|CDH1|CEP170|COL22A1|CPSF1|CSMD1|CYP11B1|DNAH14|ENPP2|ERBB2|ERLIN2|FLG|GATA3|GLI4|GSDMC|HHLA1|HMCN1|IRF2BP2|KIAA1429|MAL2|MYEOV|NLRP3|NOTCH2|OBSCN|OR2C3|OR2L3|OR2T1|OR2T2|OR2T3|OR2T33|OR2T8|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|RAD54B|RECQL4|RYR2|SHANK2|SLC26A7|SPTA1|TARS2|TCHH|TP53|TRPS1|TTN|UBR5|USH2A|VPS13B|WHSC1L1|WISP1|ZNF670
87,66,ABRA|ADCY8|ANO1|ATP6V1C1|AZIN1|BAALC|BAG4|CDH1|CNBD1|COL14A1|COL22A1|CSMD1|CSMD3|EFR3A|ENPP2|ERBB2|FER1L6|FGF4|FLG|GATA3|GDF6|GPR137B|HMCN1|HSF1|IRF2BP2|KCNS2|KCNU1|KIAA1429|KMO|LINC00536|LY6D|MED30|MIR30D|MYEOV|NDUFB9|NOTCH2|OBSCN|OR13G1|OR14K1|OR2AK2|OR2T2|ORAOV1|PIK3CA|PLD5|PLEC|PLEKHA6|PVT1|RAD54B|RN7SL350P|RNF139|RYR2|SDC2|SLC26A7|SLC52A2|STAR|SYBU|TARBP1|TBC1D31|TCHH|TG|TMEM71|TP53|TRAPPC9|TTN|VPS13B|ZFPM2
88,72,ABRA|ADSS|AHCTF1|AKT3|ANO1|BAALC|BAI1|BCL9|CA14|CDC42BPA|CEP170|CNBD1|CNST|COL14A1|COL22A1|CSMD1|CTTN|CYP11B1|DDHD2|DNAH14|EFR3A|ERBB2|EXT1|FAM135B|FLG2|FMN2|GATA3|GDF6|GSDMC|HHLA1|HMCN1|HSF1|INTS8|KCNQ3|LRP12|LY6D|MED30|MYEOV|NDUFB9|NIPAL2|NOTCH2|OR2C3|OR2T2|OR2T3|OXR1|PARP10|PIK3CA|PVT1|RAB11FIP1|RAD54B|RGS22|RGS7|RIMS2|RUNX1T1|SETDB1|SLC26A7|SLC52A2|SPTA1|TAF2|TCHH|TMEM74|TRAPPC9|TRIM67|TTN|UBR5|VPS13B|WHSC1L1|ZFAT|ZFPM2|ZNF496|ZNF695|snoU13|ENSG00000238372.1
89,81,ADCK5|ADCY8|AHCTF1|ARHGAP39|ATP6V1C1|BAALC|BAG4|BAI1|BCL9|BRF2|CASC7|CASC8|CCDC166|CDH1|COL14A1|COL22A1|CPSF1|CSMD1|CTTN|CYP11B1|DENND3|DNAH14|EFR3A|ENPP2|ERBB2|FAM49B|FAM91A1|FGF4|FLG|GATA3|GDF6|GLI4|GSDMC|HHLA1|HMCN1|HSF1|INTS8|KCNQ3|KIFC2|KMO|LY6D|MYC|NLRP3|NOTCH2|NSMCE2|NUDCD1|OBSCN|OR13G1|OR2AK2|OR2B11|OR2C3|OR2T2|OR2T3|OR2T33|ORAOV1|PIK3CA|PLEC|PTK2|PVT1|RAD21|RAD54B|RSPO2|RYR2|SHANK2|SLC26A7|SLC39A4|SLC52A2|SPTA1|TACC1|TCHH|TG|TMEM75|TP53|TRAPPC9|TRIQK|TTN|USH2A|VPS13B|WISP1|ZFPM2|ZHX1
90,67,ACTN2|ADCY8|ADSS|ANO1|ARID4B|ASH1L|ASH2L|C8orf86|CDC42BPA|CDH1|CSMD1|CSMD3|DNAH14|DPYS|EFR3A|EMC2|ENPP2|ERBB2|ERLIN2|ESRP1|FER1L6|FLG|FMN2|GATA3|GLI4|GPR137B|HMCN1|HSF1|INTS8|IRF2BP2|KCNQ3|KMO|LINC00536|MYC|MYEOV|NDUFB9|NID1|OBSCN|OR14K1|OR2C3|OR2L3|OR2T2|OR2T3|ORAOV1|OXR1|PIK3CA|PKHD1L1|PTK2|PVT1|RGS7|RIMS2|RNF139|SLC26A7|SLC39A4|SPTA1|SYBU|TACC1|TCHH|TG|TMEM75|TOP1MT|TP53|TRHR|TTN|USH2A|ZFAT|ZNF670
91,66,ADCY8|ADRB3|ADSS|AHCTF1|ANO1|BAALC|CDC42BPA|CDH1|CNBD1|COL22A1|CSMD3|DPY19L4|EFR3A|ENPP2|ERBB2|ERLIN2|FLG|FMN2|GATA3|GLI4|GRHL2|GSDMC|HHLA1|HMCN1|INTS8|IRF2BP2|KCNQ3|KCNU1|MIR3686|MTBP|MYC|MYEOV|NDUFB9|NOTCH2|OBSCN|OPLAH|OR2AK2|OR2L3|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PLD5|PLEKHF2|PVT1|RAD21|RAD54B|RIMS2|RUNX1T1|RYR2|SDCCAG8|TACC1|TAF2|TARBP1|TCHH|TG|TP53|TRIM67|TRPS1|TTN|VPS13B|ZFPM2|ZP4
92,64,ADCK5|ADSS|AHCTF1|ANO1|CA14|CDH1|CSMD1|CSMD3|CTTN|DCSTAMP|DENND3|DNAH14|ERBB2|ERLIN2|FGF4|FGFR1|FLG2|GATA3|GLI4|GPR137B|GRHL2|GSDMC|HMCN1|IRF2BP2|KCNQ3|KCNU1|KIAA1429|MTBP|NLRP3|NOTCH2|NOV|OBSCN|OR14A16|OR14K1|OR2AK2|OR2C3|OR2L13|OR2T2|ORAOV1|OXR1|PCNXL2|PDE4DIP|PHF20L1|PIK3CA|PLD5|PLEC|PLEKHA6|PVT1|RN7SKP226|RNF19A|SIPA1L2|SPTA1|TACC1|TARBP1|TCHH|TG|TMEM74|TP53|TRIM67|TTN|USH2A|VPS13B|ZFPM2|ZP4
93,59,ADSS|AHCTF1|ANO1|CDC42BPA|CDH1|CEP170|CNBD1|COA6|COL14A1|CSMD1|CSMD3|DNAH14|DPY19L4|ECM1|EIF3H|ENPP2|ERBB2|FLG|FMN2|GATA3|GRHL2|HMCN1|KCNQ3|KCNU1|MYC|MYEOV|NDUFB9|NLRP3|NOTCH2|OR13G1|OR2AK2|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHA6|RAD54B|RIMS2|RYR2|SLC26A7|SLC30A8|SPTA1|TBC1D31|TCHH|TMEM71|TMEM74|TP53|TP53INP1|TTN|UBR5|USH2A|ZFPM2|ZP4
94,49,ACTN2|ADSS|AHCTF1|BAG4|CDC42BPA|CDH1|CDH17|CEP170|CSMD1|CSMD3|ENPP2|EPPK1|ERBB2|FAM135B|GATA3|GPR137B|GRHL2|HEATR1|HHLA1|HMCN1|INTS8|KMO|MYC|MYEOV|OR14A16|OR14K1|OR2T2|OR2T3|OR2T33|OR2T34|OXR1|PCNXL2|PIK3CA|PLD5|PLEKHA6|RIMS2|RYR2|SH3BP5L|SHANK2|SLC26A7|TCHH|TP53|TRPS1|TTN|USH2A|ZFPM2|ZNF251|ZNF670|ZNF695
95,53,ACTN2|ADCY8|AHCTF1|BAG4|BCL9|CDH1|CEP170|COL14A1|CSMD1|CYP11B1|DNAH14|DPY19L4|ERBB2|ERLIN2|FAM91A1|FLG|GATA3|GDF6|GPR137B|GRHL2|HMCN1|KCNU1|KIF26B|MIR2053|MYC|MYEOV|NLRP3|NOTCH2|OBSCN|OR2L2|OR2T2|OR2T34|OXR1|PIK3CA|PLD5|POU5F1B|PPFIA1|RAD54B|RN7SL563P|SHANK2|SLC26A7|SPTA1|STAR|TCHH|TFB2M|TG|TP53|TRIM67|TRPS1|TSNARE1|TTN|ZFPM2|ZNF496
96,63,ADCK5|ADCY8|AHCTF1|ANO1|ARID4B|ASH1L|ASH2L|CA14|CDH1|CNBD1|CPSF1|CSMD1|CSMD3|DNAH14|DPY19L4|ERBB2|ERLIN2|ESRP1|FAM135B|FAM84B|FER1L6|FLG|FLG2|FMN2|GATA3|GLI4|GRHL2|HMCN1|HSF1|KCNU1|LRP12|MIR3150B|MTBP|MTSS1|MYEOV|NOTCH2|NSMCE2|OR2L3|OR2T1|OXR1|PIK3CA|PLD5|PLEC|PLEKHA6|RAD54B|RIMS2|RN7SL350P|RYR2|SHANK2|SHARPIN|SLC26A7|SLC52A2|SNTB1|SPTA1|TAF2|TCHH|TP53|TRIM67|TRPS1|TTN|USH2A|VPS13B|ZNF623
97,68,ARC|ARID4B|ASH1L|CDC42BPA|CDH1|CEP170|CNBD1|CSMD1|CSMD3|DENND3|EFR3A|ENPP2|EPPK1|ERBB2|ERLIN2|FAM49B|FLG|FMN2|GATA3|GPR137B|GRHL2|HEATR1|HORMAD1|HSF1|INTS8|KCNQ3|KCNU1|KHDRBS3|KIAA1429|KIF26B|LINC00536|MYC|MYEOV|OBSCN|OR14A16|OR2AK2|OR2T3|OR2T34|ORAOV1|PCNXL2|PDE4DIP|PDP1|PIK3CA|PKHD1L1|PLD5|POP1|POU5F1B|PPFIA1|PVT1|RAD54B|RIMS2|RN7SL350P|RNF139|RYR2|SHANK2|SLC30A8|TACC1|TAF2|TCHH|TMEM74|TP53|TRIM67|TRPS1|TTN|UBR5|USH2A|ZFAT|ZFPM2
98,68,ADCK5|ADSS|ARC|AZIN1|BAG4|CA14|CASC8|CDC42BPA|CEP170|CNBD1|CSMD3|CYP11B1|DNAH14|EFR3A|EPPK1|ERBB2|FAM135B|FAM83A|FER1L6|FLG|GATA3|GOT1L1|IRF2BP2|KIAA0196|LYST|MAPK15|MIR30D|MYC|MYEOV|NDUFB9|NLRP3|NOTCH2|OBSCN|OC90|OR2AK2|OR2C3|OR2L3|OR2M5|OR2T34|ORAOV1|PHF20L1|PIK3CA|PLD5|PLEKHA6|PVT1|RAB11FIP1|RECQL4|RNA5SP276|RYR2|SCRIB|SHANK2|SLC52A2|SNTB1|TARBP1|TBC1D31|TCHH|TFB2M|TG|TMEM74|TP53|TRAPPC9|TRPS1|TTN|VPS13B|ZFPM2|ZNF251|ZNF670|ZP4
99,70,ADCK5|AHCTF1|ANO1|ATAD2|BAALC|CA14|CDH1|CNBD1|COL22A1|CSMD1|CSMD3|CYP11B1|CYP11B2|ENPP2|ERBB2|ERLIN2|FAM49B|FER1L6|FLG|GATA3|GDF6|GLI4|GPR137B|HMCN1|HSF1|IRF2BP2|KCNQ3|KCNU1|KMO|MAPK15|MATN2|MIR1208|MIR2053|NDUFB9|NOTCH2|OBSCN|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|PCAT1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PPAPDC1B|PTK2|PVT1|RAB11FIP1|RAD54B|RIMS2|RN7SL350P|RYR2|SCCPDH|SETDB1|SHANK2|SLC52A2|SPTA1|TACC1|TARS2|TCHH|TG|TP53|TRAPPC9|TRIM67|TTN|USH2A|ZFAT|ZP4
100,49,AHCTF1|BCL9|CDC42BPA|CDH1|CEP170|CNBD1|COL22A1|CSMD1|CSMD3|DNAH14|EFR3A|ENPP2|EPPK1|EXO1|FAM135B|FER1L6|GATA3|HMCN1|INTS8|MTBP|MTSS1|NID1|NLRP3|NOTCH2|OR2AK2|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PLD5|PVT1|RAD54B|RIMS2|RYR2|SHANK2|SPTA1|TARBP1|TBC1D31|TCHH|TG|TP53|TTN|VPS13B|ZFAT|ZNF670|ZP4
101,58,ADCK5|ADSS|AHCTF1|ATP6V1C1|BAALC|BCL9|CASC7|CDH1|CNBD1|COL22A1|CTTN|CYP11B1|DENND3|ERBB2|FLG|FLG2|GATA3|GLI4|HEATR1|HSF1|KIF26B|MIR599|NOTCH2|NOV|NUDCD1|OBSCN|OR2C3|OR2T1|OR2T2|OR2T3|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHA6|PLEKHF2|RAD54B|RIMS2|RN7SL350P|RUNX1T1|RYR2|SDCCAG8|SPTA1|TACC1|TARBP1|TMEM74|TP53|TRIM67|TRIQK|TSPYL5|ZFPM2|ZNF251|ZNF670|ZP4|snoU13|ENSG00000238372.1
102,71,ACTN2|ADSS|AKT3|BAALC|BAG4|CDH1|CNBD1|COL14A1|CSMD3|CYP11B1|CYP11B2|DNAH14|EIF3H|ERBB2|ERLIN2|ESRP1|EXO1|FLG|FMN2|GATA3|GDF6|GLI4|GPR137B|HHLA1|HMCN1|IRF2BP2|KCNS2|KCNU1|MAPK15|MYEOV|NOTCH2|OBSCN|OR14A16|OR14K1|OR2AK2|OR2B11|OR2C3|OR2L2|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|PCNXL2|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PPAPDC1B|PPFIA1|PVT1|RAD54B|RIMS2|RN7SL350P|RNA5SP276|RUNX1T1|RYR2|SHANK2|SLC26A7|SPTA1|TARBP1|TBC1D31|TMEM74|TP53|TRPS1|USH2A|ZFAT|ZFPM2|ZNF250|ZNF670
103,77,ADCK5|ADCY8|ADSS|AHCTF1|ANO1|ARID4B|ARNT|BAG4|BAI1|CA14|CDH1|CEP170|COL14A1|CPSF1|CSMD1|CSMD3|DNAH14|DPY19L4|EFR3A|ERBB2|ERLIN2|EXO1|FER1L6|FMN2|GATA3|GEM|GPR137B|GRHL2|HMCN1|IRF2BP2|KCNQ3|KCNU1|KHDRBS3|KMO|MFSD3|MTSS1|MYEOV|NDUFAF6|NDUFB9|NOTCH2|OBSCN|OR14A16|OR2AK2|OR2C3|OR2M5|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|OXR1|PIK3CA|PKHD1L1|PLEKHA6|PVT1|RAB11FIP1|RAD54B|RIMS2|RN7SL350P|RYR2|SLC26A7|SPTA1|TACC1|TAF2|TARBP1|TBC1D31|TCHH|TG|TMEM67|TMEM71|TP53|TRAPPC9|TRPS1|TTN|VPS13B|ZNF670|ZNF695
104,73,ADCK5|AHCTF1|ASAP1|ASH1L|ATAD2|BAALC|CA14|CCDC166|CDH1|CNBD1|COL14A1|CPQ|CSMD1|CSMD3|DCAF13|DNAH14|EPPK1|ERBB2|ESRP1|FER1L6|FLG|FMN2|GATA3|GDF6|GPR137B|GRHL2|GSDMC|HHLA1|HMCN1|IRF2BP2|KCNU1|KMO|LINC00536|MAL2|MIR548A3|MTBP|MTSS1|MYEOV|NOTCH2|OBSCN|OC90|OR2L13|OR2T2|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PLEKHF2|PVT1|RAD54B|RGS22|RIMS2|RYR2|SETDB1|SHANK2|TAF2|TARBP1|TBC1D31|TCHH|TG|TP53|TRIM67|TRIQK|TTN|USH2A|WISP1|ZFPM2|ZNF670|ZP4|snoU13|ENSG00000238372.1
105,70,ADCK5|AHCTF1|ARID4B|ASH1L|BAALC|BAG4|BAI1|CCDC166|CDH1|CSMD1|CSMD3|CTTN|CYP11B1|DENND3|DNAH14|EFR3A|ENPP2|ERBB2|FAM49B|FER1L6|FLG|GATA3|GPR137B|GRHL2|GSDMC|HMCN1|KCNQ3|KCNU1|KHDRBS3|LETM2|MROH5|MYEOV|NCALD|NOTCH2|OR14A16|OR2AK2|OR2C3|OR2T1|OR2T2|OXR1|PIK3CA|PKHD1L1|PLEC|PLEKHA6|PLEKHF2|PVT1|RIMS2|RNF139|RYR2|SDC2|SLC26A7|SPTA1|TAF2|TARBP1|TCHH|TG|TMEM71|TP53|TRIM67|TRIQK|TRPS1|TTN|UBR5|USH2A|WISP1|ZFPM2|ZNF251|ZNF670|ZP4|snoU13|ENSG00000238372.1
106,64,ACTN2|ADCK5|AHCTF1|ASAP1|ASH1L|BAI1|C8orf86|CA14|CDC42BPA|CDH1|CEP170|CPSF1|CSMD1|CSMD3|DENND3|EFR3A|ERLIN2|FAM49B|FER1L6|FLG|FMN2|GATA3|GLI4|HEATR1|HSF1|KCNQ3|KIAA1429|KIF26B|KMO|LINC00536|MIR1207|MIR599|MTSS1|MYEOV|NIPAL2|NOTCH2|OBSCN|OC90|OR14A16|OR14K1|OR2L2|OR2T2|OR2T33|OXR1|PIK3CA|PKHD1L1|PLD5|PPFIA1|RUNX1T1|SDC2|SLC52A2|TAF2|TARS2|TCHH|TP53|TP53INP1|TRAPPC9|TRPS1|TTN|UBR5|USH2A|ZNF250|ZNF496|ZP4
107,59,ADCK5|ADCY8|AZIN1|BAG4|BAI1|CCDC166|CDH17|COL14A1|COL22A1|CYP11B2|DENND3|DNAH14|EFR3A|ERLIN2|FAM135B|FGFR1|FLG|FLG2|GATA3|GDF6|GLI4|GPR137B|GRHL2|HHLA1|INTS8|IRF2BP2|KHDRBS3|LINC00536|LINC00861|LRRC24|LY6D|MTSS1|MYEOV|NECAB1|OBSCN|OR2AK2|OR2C3|OR2T2|OR2T3|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|PLEKHF2|RAD54B|RYR2|SLC52A2|TBC1D31|TG|TP53|TRIM67|TTN|VPS13B|ZFPM2|ZHX1|ZNF496
108,63,AHCTF1|ANO1|ASH1L|BAG4|CCDC166|CDC42BPA|CDH1|CEP170|CNBD1|COL14A1|CPQ|CPSF1|CSMD1|CSMD3|DENND3|DNAH14|EMC2|ENPP2|ERBB2|ERLIN2|FAM135B|FER1L6|FLG|FMN2|GLI4|HMCN1|KCNU1|LINC00536|LYST|MATN2|MYEOV|NOTCH2|NSMCE2|OBSCN|OR2AK2|OR2C3|OR2L3|OR2T2|OR2T34|ORAOV1|PCNXL2|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PPAPDC1B|RAB11FIP1|RAD54B|SDCCAG8|SHANK2|SLC26A7|SPTA1|TARBP1|TCHH|TFB2M|TP53|TRAPPC9|TRIQK|TRPS1|TTN|USH2A|ZNF670
