Gene_pair,Number of appearances as partners in the same branch,Rank of number of appearances as partners in the same branch,Branch,Start_gene,Finish_gene
CCAT1_1___MAPK15,1,33562.0,1,CCAT1,MAPK15
CCAT1_1___BAG4,1,33562.0,1,CCAT1,BAG4
SYBU_0___PKHD1L1,1,33562.0,0,SYBU,PKHD1L1
CCAT1_1___ERBB2,1,33562.0,1,CCAT1,ERBB2
SYBU_0___NLRP3,1,33562.0,0,SYBU,NLRP3
CCAT1_1___TTN,1,33562.0,1,CCAT1,TTN
SYBU_0___RAD54B,1,33562.0,0,SYBU,RAD54B
SYBU_0___AHCTF1,1,33562.0,0,SYBU,AHCTF1
CCAT1_1___TCHH,1,33562.0,1,CCAT1,TCHH
CCAT1_1___SHANK2,1,33562.0,1,CCAT1,SHANK2
CCAT1_1___PCNXL2,1,33562.0,1,CCAT1,PCNXL2
SYBU_0___ADCY8,1,33562.0,0,SYBU,ADCY8
CCAT1_1___DNAH14,1,33562.0,1,CCAT1,DNAH14
SYBU_0___VPS13B,1,33562.0,0,SYBU,VPS13B
CCAT1_1___FLG,1,33562.0,1,CCAT1,FLG
CCAT1_1___CNBD1,1,33562.0,1,CCAT1,CNBD1
PDE4DIP_1___SLC52A2,1,33562.0,1,PDE4DIP,SLC52A2
PDE4DIP_1___AHCTF1,1,33562.0,1,PDE4DIP,AHCTF1
PDE4DIP_1___VPS13B,1,33562.0,1,PDE4DIP,VPS13B
PDE4DIP_1___TRPS1,1,33562.0,1,PDE4DIP,TRPS1
PDE4DIP_0___POP1,1,33562.0,0,PDE4DIP,POP1
SYBU_1___LRP12,1,33562.0,1,SYBU,LRP12
SYBU_1___DPY19L4,1,33562.0,1,SYBU,DPY19L4
SYBU_1___KIF26B,1,33562.0,1,SYBU,KIF26B
SYBU_1___ABRA,1,33562.0,1,SYBU,ABRA
SYBU_1___SDC2,1,33562.0,1,SYBU,SDC2
SYBU_1___MIR599,1,33562.0,1,SYBU,MIR599
SYBU_1___CNBD1,1,33562.0,1,SYBU,CNBD1
SYBU_1___ANO1,1,33562.0,1,SYBU,ANO1
SYBU_1___VPS13B,1,33562.0,1,SYBU,VPS13B
SYBU_1___TP53,1,33562.0,1,SYBU,TP53
SYBU_1___POU5F1B,1,33562.0,1,SYBU,POU5F1B
SYBU_1___RYR2,1,33562.0,1,SYBU,RYR2
SYBU_1___TTN,1,33562.0,1,SYBU,TTN
SYBU_1___COL22A1,1,33562.0,1,SYBU,COL22A1
PDE4DIP_0___SLC30A8,1,33562.0,0,PDE4DIP,SLC30A8
PDE4DIP_0___ARID4B,1,33562.0,0,PDE4DIP,ARID4B
PDE4DIP_0___OR2L2,1,33562.0,0,PDE4DIP,OR2L2
PDE4DIP_0___SDC2,1,33562.0,0,PDE4DIP,SDC2
PDE4DIP_0___AKT3,1,33562.0,0,PDE4DIP,AKT3
PDE4DIP_0___PHF20L1,1,33562.0,0,PDE4DIP,PHF20L1
PDE4DIP_0___CNST,1,33562.0,0,PDE4DIP,CNST
PDE4DIP_0___WISP1,1,33562.0,0,PDE4DIP,WISP1
PDE4DIP_0___CDH17,1,33562.0,0,PDE4DIP,CDH17
PDE4DIP_0___RNF139,1,33562.0,0,PDE4DIP,RNF139
PDE4DIP_0___ZNF695,1,33562.0,0,PDE4DIP,ZNF695
PDE4DIP_0___MAPK15,1,33562.0,0,PDE4DIP,MAPK15
PDE4DIP_0___snoU13|ENSG00000238687.1,1,33562.0,0,PDE4DIP,snoU13|ENSG00000238687.1
PDE4DIP_0___SHARPIN,1,33562.0,0,PDE4DIP,SHARPIN
PDE4DIP_0___SNX31,1,33562.0,0,PDE4DIP,SNX31
PDE4DIP_0___CPSF1,1,33562.0,0,PDE4DIP,CPSF1
PDE4DIP_0___TMEM71,1,33562.0,0,PDE4DIP,TMEM71
PDE4DIP_0___KCNK9,1,33562.0,0,PDE4DIP,KCNK9
SYBU_1___ERBB2,1,33562.0,1,SYBU,ERBB2
SYBU_1___GATA3,1,33562.0,1,SYBU,GATA3
SYBU_1___PLD5,1,33562.0,1,SYBU,PLD5
SYBU_0___GOT1L1,1,33562.0,0,SYBU,GOT1L1
SYBU_0___NUDCD1,1,33562.0,0,SYBU,NUDCD1
SYBU_0___FGFR1,1,33562.0,0,SYBU,FGFR1
PDE4DIP_0___PARP10,1,33562.0,0,PDE4DIP,PARP10
SYBU_0___LYST,1,33562.0,0,SYBU,LYST
PDE4DIP_0___OR2M2,1,33562.0,0,PDE4DIP,OR2M2
SYBU_0___SHANK2,1,33562.0,0,SYBU,SHANK2
PDE4DIP_1___ASH1L,1,33562.0,1,PDE4DIP,ASH1L
SYBU_0___TMEM75,1,33562.0,0,SYBU,TMEM75
SYBU_0___BCL9,1,33562.0,0,SYBU,BCL9
SYBU_0___DCAF13,1,33562.0,0,SYBU,DCAF13
PDE4DIP_1___KCNQ3,1,33562.0,1,PDE4DIP,KCNQ3
SYBU_0___FLG2,1,33562.0,0,SYBU,FLG2
PDE4DIP_1___ERLIN2,1,33562.0,1,PDE4DIP,ERLIN2
SYBU_0___ADSS,1,33562.0,0,SYBU,ADSS
PDE4DIP_0___MROH5,1,33562.0,0,PDE4DIP,MROH5
SYBU_0___MFSD3,1,33562.0,0,SYBU,MFSD3
SYBU_1___PIK3CA,1,33562.0,1,SYBU,PIK3CA
SYBU_0___ARID4B,1,33562.0,0,SYBU,ARID4B
SYBU_0___RNF19A,1,33562.0,0,SYBU,RNF19A
SYBU_0___ARNT,1,33562.0,0,SYBU,ARNT
SYBU_0___PTK2,1,33562.0,0,SYBU,PTK2
SYBU_0___SLC30A8,1,33562.0,0,SYBU,SLC30A8
SYBU_0___FAM91A1,1,33562.0,0,SYBU,FAM91A1
SYBU_0___LY6D,1,33562.0,0,SYBU,LY6D
SYBU_0___OR2L2,1,33562.0,0,SYBU,OR2L2
SYBU_0___SNX31,1,33562.0,0,SYBU,SNX31
SYBU_0___KMO,1,33562.0,0,SYBU,KMO
PDE4DIP_0___DPY19L4,1,33562.0,0,PDE4DIP,DPY19L4
SYBU_0___ANKRD46,1,33562.0,0,SYBU,ANKRD46
PDE4DIP_0___RN7SL563P,1,33562.0,0,PDE4DIP,RN7SL563P
SYBU_0___NECAB1,1,33562.0,0,SYBU,NECAB1
SYBU_0___RN7SL350P,1,33562.0,0,SYBU,RN7SL350P
PLEKHA6_0___ZNF496,1,33562.0,0,PLEKHA6,ZNF496
DCAF13_1___MAPK15,1,33562.0,1,DCAF13,MAPK15
NID1_0___AKT3,1,33562.0,0,NID1,AKT3
PLEKHA6_1___EFR3A,1,33562.0,1,PLEKHA6,EFR3A
DCAF13_0___NSMCE2,1,33562.0,0,DCAF13,NSMCE2
DCAF13_0___KCNU1,1,33562.0,0,DCAF13,KCNU1
PLEKHA6_1___FER1L6,1,33562.0,1,PLEKHA6,FER1L6
PLEKHA6_1___AHCTF1,1,33562.0,1,PLEKHA6,AHCTF1
PLEKHA6_1___INTS8,1,33562.0,1,PLEKHA6,INTS8
DCAF13_0___LINC00536,1,33562.0,0,DCAF13,LINC00536
PLEKHA6_1___RAB11FIP1,1,33562.0,1,PLEKHA6,RAB11FIP1
PLEKHA6_1___ZFPM2,1,33562.0,1,PLEKHA6,ZFPM2
PLEKHA6_1___TMEM74,1,33562.0,1,PLEKHA6,TMEM74
PLEKHA6_1___CSMD1,1,33562.0,1,PLEKHA6,CSMD1
PLEKHA6_1___TARS2,1,33562.0,1,PLEKHA6,TARS2
PLEKHA6_1___USH2A,1,33562.0,1,PLEKHA6,USH2A
DCAF13_0___RECQL4,1,33562.0,0,DCAF13,RECQL4
PLEKHA6_1___DNAH14,1,33562.0,1,PLEKHA6,DNAH14
DCAF13_0___LETM2,1,33562.0,0,DCAF13,LETM2
PLEKHA6_1___RGS7,1,33562.0,1,PLEKHA6,RGS7
PLEKHA6_0___COLEC10,1,33562.0,0,PLEKHA6,COLEC10
DCAF13_0___STAR,1,33562.0,0,DCAF13,STAR
DCAF13_0___OR2B11,1,33562.0,0,DCAF13,OR2B11
PLEKHA6_0___RN7SL563P,1,33562.0,0,PLEKHA6,RN7SL563P
PLEKHA6_0___MTDH,1,33562.0,0,PLEKHA6,MTDH
DCAF13_0___CNBD1,1,33562.0,0,DCAF13,CNBD1
PLEKHA6_0___RN7SKP226,1,33562.0,0,PLEKHA6,RN7SKP226
PLEKHA6_0___PTK2,1,33562.0,0,PLEKHA6,PTK2
PLEKHA6_0___DDHD2,1,33562.0,0,PLEKHA6,DDHD2
PLEKHA6_0___OR2W3,1,33562.0,0,PLEKHA6,OR2W3
PLEKHA6_0___OR2G3,1,33562.0,0,PLEKHA6,OR2G3
PLEKHA6_0___FAM84B,1,33562.0,0,PLEKHA6,FAM84B
DCAF13_0___CASC8,1,33562.0,0,DCAF13,CASC8
DCAF13_0___YWHAZ,1,33562.0,0,DCAF13,YWHAZ
DCAF13_0___FGF4,1,33562.0,0,DCAF13,FGF4
PLEKHA6_0___FAM83A,1,33562.0,0,PLEKHA6,FAM83A
DCAF13_0___ZNF251,1,33562.0,0,DCAF13,ZNF251
PLEKHA6_1___UBR5,1,33562.0,1,PLEKHA6,UBR5
PLEKHA6_1___NCALD,1,33562.0,1,PLEKHA6,NCALD
DCAF13_1___ASAP1,1,33562.0,1,DCAF13,ASAP1
PLEKHA6_1___TAF2,1,33562.0,1,PLEKHA6,TAF2
KCNU1_0___C1orf101,1,33562.0,0,KCNU1,C1orf101
DCAF13_0___GSDMC,1,33562.0,0,DCAF13,GSDMC
KCNU1_0___STAR,1,33562.0,0,KCNU1,STAR
DCAF13_0___RGS7,1,33562.0,0,DCAF13,RGS7
KCNU1_0___SETDB1,1,33562.0,0,KCNU1,SETDB1
KCNU1_0___NIPAL2,1,33562.0,0,KCNU1,NIPAL2
DCAF13_0___CEP170,1,33562.0,0,DCAF13,CEP170
KCNU1_0___EPPK1,1,33562.0,0,KCNU1,EPPK1
GPR137B_1___ARID4B,1,33562.0,1,GPR137B,ARID4B
GPR137B_1___MIR1208,1,33562.0,1,GPR137B,MIR1208
GPR137B_1___MYC,1,33562.0,1,GPR137B,MYC
GPR137B_1___TP53,1,33562.0,1,GPR137B,TP53
KCNU1_0___ZNF496,1,33562.0,0,KCNU1,ZNF496
GPR137B_1___CDH1,1,33562.0,1,GPR137B,CDH1
GPR137B_1___PIK3CA,1,33562.0,1,GPR137B,PIK3CA
PLEKHA6_1___OR2M5,1,33562.0,1,PLEKHA6,OR2M5
PLEKHA6_1___PGBD2,1,33562.0,1,PLEKHA6,PGBD2
PLEKHA6_1___LSM1,1,33562.0,1,PLEKHA6,LSM1
PLEKHA6_1___NUDCD1,1,33562.0,1,PLEKHA6,NUDCD1
PLEKHA6_1___MATN2,1,33562.0,1,PLEKHA6,MATN2
PLEKHA6_1___LYST,1,33562.0,1,PLEKHA6,LYST
PLEKHA6_1___KCNS2,1,33562.0,1,PLEKHA6,KCNS2
PLEKHA6_1___AKT3,1,33562.0,1,PLEKHA6,AKT3
PLEKHA6_1___KCNV1,1,33562.0,1,PLEKHA6,KCNV1
DCAF13_0___POU5F1B,1,33562.0,0,DCAF13,POU5F1B
PLEKHA6_1___MTBP,1,33562.0,1,PLEKHA6,MTBP
PLEKHA6_1___GPR124,1,33562.0,1,PLEKHA6,GPR124
PLEKHA6_1___MFSD3,1,33562.0,1,PLEKHA6,MFSD3
PLEKHA6_1___NDUFAF6,1,33562.0,1,PLEKHA6,NDUFAF6
PLEKHA6_1___KIF26B,1,33562.0,1,PLEKHA6,KIF26B
PLEKHA6_1___SCRIB,1,33562.0,1,PLEKHA6,SCRIB
PLEKHA6_1___LRP12,1,33562.0,1,PLEKHA6,LRP12
PLEKHA6_1___PROSC,1,33562.0,1,PLEKHA6,PROSC
PLEKHA6_0___OR2G6,1,33562.0,0,PLEKHA6,OR2G6
PLEKHA6_0___PPAPDC1B,1,33562.0,0,PLEKHA6,PPAPDC1B
PLEKHA6_0___MIR548AA1,1,33562.0,0,PLEKHA6,MIR548AA1
PLEKHA6_0___FAM91A1,1,33562.0,0,PLEKHA6,FAM91A1
DCAF13_1___TTN,1,33562.0,1,DCAF13,TTN
DCAF13_1___FER1L6,1,33562.0,1,DCAF13,FER1L6
DCAF13_1___PLEC,1,33562.0,1,DCAF13,PLEC
DCAF13_1___TG,1,33562.0,1,DCAF13,TG
DCAF13_1___CDH1,1,33562.0,1,DCAF13,CDH1
PLEKHA6_0___FGFR1,1,33562.0,0,PLEKHA6,FGFR1
DCAF13_1___PIK3CA,1,33562.0,1,DCAF13,PIK3CA
PLEKHA6_0___OPLAH,1,33562.0,0,PLEKHA6,OPLAH
DCAF13_0___SPAG1,1,33562.0,0,DCAF13,SPAG1
PLEKHA6_0___KIAA1429,1,33562.0,0,PLEKHA6,KIAA1429
DCAF13_0___DPY19L4,1,33562.0,0,DCAF13,DPY19L4
DCAF13_0___SCRIB,1,33562.0,0,DCAF13,SCRIB
PLEKHA6_0___ZNF623,1,33562.0,0,PLEKHA6,ZNF623
DCAF13_0___SLC30A8,1,33562.0,0,DCAF13,SLC30A8
PLEKHA6_0___KCNV1,1,33562.0,0,PLEKHA6,KCNV1
DCAF13_1___ORAOV1,1,33562.0,1,DCAF13,ORAOV1
DCAF13_1___ERLIN2,1,33562.0,1,DCAF13,ERLIN2
PLEKHA6_0___SYBU,1,33562.0,0,PLEKHA6,SYBU
DCAF13_1___GRHL2,1,33562.0,1,DCAF13,GRHL2
PLEKHA6_0___TACC1,1,33562.0,0,PLEKHA6,TACC1
DCAF13_1___MAL2,1,33562.0,1,DCAF13,MAL2
DCAF13_1___LYST,1,33562.0,1,DCAF13,LYST
DCAF13_1___EIF3H,1,33562.0,1,DCAF13,EIF3H
DCAF13_1___MATN2,1,33562.0,1,DCAF13,MATN2
DCAF13_1___ZNF496,1,33562.0,1,DCAF13,ZNF496
DCAF13_1___CNBD1,1,33562.0,1,DCAF13,CNBD1
PLEKHA6_0___DCAF13,1,33562.0,0,PLEKHA6,DCAF13
DCAF13_1___DNAH14,1,33562.0,1,DCAF13,DNAH14
DCAF13_1___PKHD1L1,1,33562.0,1,DCAF13,PKHD1L1
DCAF13_1___NOTCH2,1,33562.0,1,DCAF13,NOTCH2
DCAF13_1___AHCTF1,1,33562.0,1,DCAF13,AHCTF1
DCAF13_1___SLC26A7,1,33562.0,1,DCAF13,SLC26A7
DCAF13_1___BAG4,1,33562.0,1,DCAF13,BAG4
PLEKHA6_0___snoU13|ENSG00000238901.1,1,33562.0,0,PLEKHA6,snoU13|ENSG00000238901.1
DCAF13_0___KIAA0196,1,33562.0,0,DCAF13,KIAA0196
DCAF13_0___ARHGAP39,1,33562.0,0,DCAF13,ARHGAP39
PLEKHA6_0___OR13G1,1,33562.0,0,PLEKHA6,OR13G1
DCAF13_0___EIF3H,1,33562.0,0,DCAF13,EIF3H
DCAF13_0___MTSS1,1,33562.0,0,DCAF13,MTSS1
PLEKHA6_0___snoU13|ENSG00000238687.1,1,33562.0,0,PLEKHA6,snoU13|ENSG00000238687.1
DCAF13_0___GOT1L1,1,33562.0,0,DCAF13,GOT1L1
PLEKHA6_0___SIPA1L2,1,33562.0,0,PLEKHA6,SIPA1L2
DCAF13_0___SYBU,1,33562.0,0,DCAF13,SYBU
DCAF13_0___NID1,1,33562.0,0,DCAF13,NID1
DCAF13_0___ZHX1,1,33562.0,0,DCAF13,ZHX1
DCAF13_0___TRAPPC9,1,33562.0,0,DCAF13,TRAPPC9
PLEKHA6_0___KIAA0196,1,33562.0,0,PLEKHA6,KIAA0196
DCAF13_0___GLI4,1,33562.0,0,DCAF13,GLI4
PLEKHA6_0___KCNK9,1,33562.0,0,PLEKHA6,KCNK9
PLEKHA6_0___FGF19,1,33562.0,0,PLEKHA6,FGF19
PLEKHA6_0___NDUFAF6,1,33562.0,0,PLEKHA6,NDUFAF6
DCAF13_0___KHDRBS3,1,33562.0,0,DCAF13,KHDRBS3
DCAF13_0___OR2T33,1,33562.0,0,DCAF13,OR2T33
DCAF13_0___OR2L13,1,33562.0,0,DCAF13,OR2L13
DCAF13_0___MTBP,1,33562.0,0,DCAF13,MTBP
DCAF13_0___ECM1,1,33562.0,0,DCAF13,ECM1
DCAF13_0___RN7SL350P,1,33562.0,0,DCAF13,RN7SL350P
PLEKHA6_0___DESI2,1,33562.0,0,PLEKHA6,DESI2
PLEKHA6_0___DCSTAMP,1,33562.0,0,PLEKHA6,DCSTAMP
DCAF13_0___MFSD3,1,33562.0,0,DCAF13,MFSD3
PLEKHA6_0___GPT,1,33562.0,0,PLEKHA6,GPT
DCAF13_0___OR14A16,1,33562.0,0,DCAF13,OR14A16
DCAF13_0___snoU13|ENSG00000238372.1,1,33562.0,0,DCAF13,snoU13|ENSG00000238372.1
DCAF13_0___CCND1,1,33562.0,0,DCAF13,CCND1
PLEKHA6_0___MIR548A3,1,33562.0,0,PLEKHA6,MIR548A3
PLEKHA6_0___ANGPT1,1,33562.0,0,PLEKHA6,ANGPT1
PLEKHA6_0___NOV,1,33562.0,0,PLEKHA6,NOV
PLEKHA6_0___CCND1,1,33562.0,0,PLEKHA6,CCND1
DCAF13_0___MIR548A3,1,33562.0,0,DCAF13,MIR548A3
PDE4DIP_0___LYST,1,33562.0,0,PDE4DIP,LYST
PDE4DIP_0___TRIM67,1,33562.0,0,PDE4DIP,TRIM67
PDE4DIP_0___TRAPPC9,1,33562.0,0,PDE4DIP,TRAPPC9
BAALC_0___C8orf86,1,33562.0,0,BAALC,C8orf86
ZFAT_0___CYP11B2,1,33562.0,0,ZFAT,CYP11B2
ZFAT_0___KIAA1429,1,33562.0,0,ZFAT,KIAA1429
ZFAT_0___CNST,1,33562.0,0,ZFAT,CNST
ZFAT_0___snoU13|ENSG00000238372.1,1,33562.0,0,ZFAT,snoU13|ENSG00000238372.1
ZFAT_0___ESRP1,1,33562.0,0,ZFAT,ESRP1
ZFAT_0___OR2T1,1,33562.0,0,ZFAT,OR2T1
ZFAT_0___MTBP,1,33562.0,0,ZFAT,MTBP
ZFAT_0___ASAP1,1,33562.0,0,ZFAT,ASAP1
ZFAT_0___DPYS,1,33562.0,0,ZFAT,DPYS
ZFAT_0___NECAB1,1,33562.0,0,ZFAT,NECAB1
ZFAT_0___OR13G1,1,33562.0,0,ZFAT,OR13G1
ZFAT_0___OR2L13,1,33562.0,0,ZFAT,OR2L13
BAALC_0___ZNF251,1,33562.0,0,BAALC,ZNF251
ZFAT_0___SDCCAG8,1,33562.0,0,ZFAT,SDCCAG8
ZFAT_0___KCNK9,1,33562.0,0,ZFAT,KCNK9
ZFAT_0___ATAD2,1,33562.0,0,ZFAT,ATAD2
ZFAT_0___MAL2,1,33562.0,0,ZFAT,MAL2
ZFAT_0___AKT3,1,33562.0,0,ZFAT,AKT3
ZFAT_0___NIPAL2,1,33562.0,0,ZFAT,NIPAL2
ZFAT_0___OR2B11,1,33562.0,0,ZFAT,OR2B11
BAALC_0___FLG2,1,33562.0,0,BAALC,FLG2
ZFAT_0___SETDB1,1,33562.0,0,ZFAT,SETDB1
BAALC_0___TRAPPC9,1,33562.0,0,BAALC,TRAPPC9
BAALC_0___OC90,1,33562.0,0,BAALC,OC90
ZFAT_0___MED30,1,33562.0,0,ZFAT,MED30
ZFAT_0___GRHL2,1,33562.0,0,ZFAT,GRHL2
ZFAT_0___EIF3H,1,33562.0,0,ZFAT,EIF3H
ZFAT_0___ADSS,1,33562.0,0,ZFAT,ADSS
ZFAT_0___NID1,1,33562.0,0,ZFAT,NID1
BAALC_0___GRHL2,1,33562.0,0,BAALC,GRHL2
ZFAT_0___BCL9,1,33562.0,0,ZFAT,BCL9
ZFAT_0___GOT1L1,1,33562.0,0,ZFAT,GOT1L1
BAALC_0___CNBD1,1,33562.0,0,BAALC,CNBD1
BAALC_0___UBR5,1,33562.0,0,BAALC,UBR5
ZFAT_0___MAPK15,1,33562.0,0,ZFAT,MAPK15
PDE4DIP_0___ACTN2,1,33562.0,0,PDE4DIP,ACTN2
ZFAT_0___MIR1208,1,33562.0,0,ZFAT,MIR1208
ZFAT_1___CSMD1,1,33562.0,1,ZFAT,CSMD1
ZFAT_1___KCNU1,1,33562.0,1,ZFAT,KCNU1
ZFAT_1___UBR5,1,33562.0,1,ZFAT,UBR5
ZFAT_1___SETDB1,1,33562.0,1,ZFAT,SETDB1
ZFAT_1___ANO1,1,33562.0,1,ZFAT,ANO1
ZFAT_1___PPAPDC1B,1,33562.0,1,ZFAT,PPAPDC1B
USH2A_0___HSF1,1,33562.0,0,USH2A,HSF1
USH2A_0___LETM2,1,33562.0,0,USH2A,LETM2
USH2A_0___SNTB1,1,33562.0,0,USH2A,SNTB1
USH2A_0___EMC2,1,33562.0,0,USH2A,EMC2
USH2A_0___AGO2,1,33562.0,0,USH2A,AGO2
USH2A_0___RGS22,1,33562.0,0,USH2A,RGS22
USH2A_0___ATP6V1C1,1,33562.0,0,USH2A,ATP6V1C1
USH2A_0___CASC8,1,33562.0,0,USH2A,CASC8
USH2A_0___FAM49B,1,33562.0,0,USH2A,FAM49B
ZFAT_1___ERLIN2,1,33562.0,1,ZFAT,ERLIN2
ZFAT_1___CSMD3,1,33562.0,1,ZFAT,CSMD3
ZFAT_1___ORAOV1,1,33562.0,1,ZFAT,ORAOV1
ZFAT_0___TMEM67,1,33562.0,0,ZFAT,TMEM67
ZFAT_0___LY6D,1,33562.0,0,ZFAT,LY6D
ZFAT_0___MIR548AA1,1,33562.0,0,ZFAT,MIR548AA1
ZFAT_0___SCRIB,1,33562.0,0,ZFAT,SCRIB
ZFAT_0___DPY19L4,1,33562.0,0,ZFAT,DPY19L4
ZFAT_0___LRP12,1,33562.0,0,ZFAT,LRP12
ZFAT_0___PROSC,1,33562.0,0,ZFAT,PROSC
ZFAT_0___PTK2,1,33562.0,0,ZFAT,PTK2
ZFAT_1___RYR2,1,33562.0,1,ZFAT,RYR2
ZFAT_0___PARP10,1,33562.0,0,ZFAT,PARP10
ZFAT_1___PIK3CA,1,33562.0,1,ZFAT,PIK3CA
ZFAT_1___PLD5,1,33562.0,1,ZFAT,PLD5
ZFAT_1___ERBB2,1,33562.0,1,ZFAT,ERBB2
ZFAT_1___TTN,1,33562.0,1,ZFAT,TTN
BAALC_0___ADAMTSL4,1,33562.0,0,BAALC,ADAMTSL4
ZFAT_0___ATP6V1C1,1,33562.0,0,ZFAT,ATP6V1C1
ZFAT_0___WHSC1L1,1,33562.0,0,ZFAT,WHSC1L1
BAALC_0___MTSS1,1,33562.0,0,BAALC,MTSS1
BAALC_0___LYST,1,33562.0,0,BAALC,LYST
ENPP2_1___TRPS1,1,33562.0,1,ENPP2,TRPS1
BAALC_0___ARNT,1,33562.0,0,BAALC,ARNT
BAALC_0___BRF2,1,33562.0,0,BAALC,BRF2
BAALC_0___CASC7,1,33562.0,0,BAALC,CASC7
BAALC_0___PARP10,1,33562.0,0,BAALC,PARP10
BAALC_0___PROSC,1,33562.0,0,BAALC,PROSC
ENPP2_1___VPS13B,1,33562.0,1,ENPP2,VPS13B
BAALC_0___SCRIB,1,33562.0,0,BAALC,SCRIB
ENPP2_1___PVT1,1,33562.0,1,ENPP2,PVT1
ENPP2_1___SPTA1,1,33562.0,1,ENPP2,SPTA1
ENPP2_1___MYC,1,33562.0,1,ENPP2,MYC
ENPP2_1___DNAH14,1,33562.0,1,ENPP2,DNAH14
BAALC_0___KIF26B,1,33562.0,0,BAALC,KIF26B
BAALC_0___ZNF250,1,33562.0,0,BAALC,ZNF250
BAALC_0___OR2L2,1,33562.0,0,BAALC,OR2L2
BAALC_1___PLD5,1,33562.0,1,BAALC,PLD5
BAALC_1___GSDMC,1,33562.0,1,BAALC,GSDMC
BAALC_1___ERBB2,1,33562.0,1,BAALC,ERBB2
BAALC_1___TRIQK,1,33562.0,1,BAALC,TRIQK
BAALC_1___ASH2L,1,33562.0,1,BAALC,ASH2L
BAALC_1___ZNF695,1,33562.0,1,BAALC,ZNF695
BAALC_1___SHANK2,1,33562.0,1,BAALC,SHANK2
BAALC_1___TRAPPC9,1,33562.0,1,BAALC,TRAPPC9
BAALC_1___GRHL2,1,33562.0,1,BAALC,GRHL2
BAALC_1___CNBD1,1,33562.0,1,BAALC,CNBD1
BAALC_1___FLG,1,33562.0,1,BAALC,FLG
BAALC_1___TG,1,33562.0,1,BAALC,TG
BAALC_1___FAM135B,1,33562.0,1,BAALC,FAM135B
BAALC_1___ENPP2,1,33562.0,1,BAALC,ENPP2
BAALC_1___CSMD1,1,33562.0,1,BAALC,CSMD1
BAALC_1___NLRP3,1,33562.0,1,BAALC,NLRP3
BAALC_1___BAG4,1,33562.0,1,BAALC,BAG4
BAALC_1___TTN,1,33562.0,1,BAALC,TTN
ENPP2_1___LYST,1,33562.0,1,ENPP2,LYST
BAALC_0___FGF19,1,33562.0,0,BAALC,FGF19
BAALC_0___OR2T8,1,33562.0,0,BAALC,OR2T8
BAALC_0___NUDCD1,1,33562.0,0,BAALC,NUDCD1
ZFAT_0___ASH1L,1,33562.0,0,ZFAT,ASH1L
ZFAT_0___POU5F1B,1,33562.0,0,ZFAT,POU5F1B
ZFAT_0___MYEOV,1,33562.0,0,ZFAT,MYEOV
ZFAT_0___VPS13B,1,33562.0,0,ZFAT,VPS13B
ZFAT_0___NLRP3,1,33562.0,0,ZFAT,NLRP3
ZFAT_0___RECQL4,1,33562.0,0,ZFAT,RECQL4
BAALC_0___ANGPT1,1,33562.0,0,BAALC,ANGPT1
BAALC_0___SIPA1L2,1,33562.0,0,BAALC,SIPA1L2
BAALC_0___KCNV1,1,33562.0,0,BAALC,KCNV1
ZFAT_0___PCNXL2,1,33562.0,0,ZFAT,PCNXL2
BAALC_0___CNST,1,33562.0,0,BAALC,CNST
BAALC_0___CYP11B2,1,33562.0,0,BAALC,CYP11B2
ZFAT_0___LINC00536,1,33562.0,0,ZFAT,LINC00536
BAALC_0___ATAD2,1,33562.0,0,BAALC,ATAD2
BAALC_0___EXO1,1,33562.0,0,BAALC,EXO1
BAALC_0___TMEM75,1,33562.0,0,BAALC,TMEM75
BAALC_0___MIR1208,1,33562.0,0,BAALC,MIR1208
BAALC_0___RAD21,1,33562.0,0,BAALC,RAD21
BAALC_0___TMEM71,1,33562.0,0,BAALC,TMEM71
ENPP2_1___ATAD2,1,33562.0,1,ENPP2,ATAD2
ENPP2_1___SDC2,1,33562.0,1,ENPP2,SDC2
BAALC_0___OR2L13,1,33562.0,0,BAALC,OR2L13
BAALC_0___OR13G1,1,33562.0,0,BAALC,OR13G1
ENPP2_1___KIF26B,1,33562.0,1,ENPP2,KIF26B
BAALC_0___OR2T27,1,33562.0,0,BAALC,OR2T27
BAALC_0___ASAP1,1,33562.0,0,BAALC,ASAP1
BAALC_0___NDRG1,1,33562.0,0,BAALC,NDRG1
BAALC_0___CPSF1,1,33562.0,0,BAALC,CPSF1
ENPP2_1___FAM83A,1,33562.0,1,ENPP2,FAM83A
ENPP2_1___OSR2,1,33562.0,1,ENPP2,OSR2
BAALC_0___SHARPIN,1,33562.0,0,BAALC,SHARPIN
ZFAT_0___RGS7,1,33562.0,0,ZFAT,RGS7
USH2A_0___TAF2,1,33562.0,0,USH2A,TAF2
USH2A_0___DCAF13,1,33562.0,0,USH2A,DCAF13
USH2A_0___BCL9,1,33562.0,0,USH2A,BCL9
BCL9_0___ANGPT1,1,33562.0,0,BCL9,ANGPT1
USH2A_1___ASH1L,1,33562.0,1,USH2A,ASH1L
USH2A_1___OBSCN,1,33562.0,1,USH2A,OBSCN
BCL9_0___NID1,1,33562.0,0,BCL9,NID1
BCL9_0___PCAT1,1,33562.0,0,BCL9,PCAT1
USH2A_1___FMN2,1,33562.0,1,USH2A,FMN2
USH2A_1___TRPS1,1,33562.0,1,USH2A,TRPS1
