Gene_pair,Number of appearances as partners in the same branch,Rank of number of appearances as partners in the same branch,Branch,Start_gene,Finish_gene
ZFAT_0___ZP4,7,7340.0,0,ZFAT,ZP4
PPFIA1_1___ARC,7,7340.0,1,PPFIA1,ARC
HSF1_0___CSMD1,7,7340.0,0,HSF1,CSMD1
FGF4_0___CSMD1,7,7340.0,0,FGF4,CSMD1
CNBD1_0___OR2T1,7,7340.0,0,CNBD1,OR2T1
RAD54B_0___BCL9,7,7340.0,0,RAD54B,BCL9
MYC_0___EFR3A,7,7340.0,0,MYC,EFR3A
PCAT1_0___ANO1,7,7340.0,0,PCAT1,ANO1
PCNXL2_0___DENND3,7,7340.0,0,PCNXL2,DENND3
RUNX1T1_0___ADCY8,7,7340.0,0,RUNX1T1,ADCY8
LYST_0___OR2T2,7,7340.0,0,LYST,OR2T2
BAALC_0___TRIM67,7,7340.0,0,BAALC,TRIM67
RAD54B_0___BAALC,7,7340.0,0,RAD54B,BAALC
PLD5_0___TBC1D31,7,7340.0,0,PLD5,TBC1D31
MYC_0___OXR1,7,7340.0,0,MYC,OXR1
DENND3_0___PVT1,7,7340.0,0,DENND3,PVT1
KCNQ3_0___TBC1D31,7,7340.0,0,KCNQ3,TBC1D31
OR2T34_0___HHLA1,7,7340.0,0,OR2T34,HHLA1
CA14_0___COL14A1,7,7340.0,0,CA14,COL14A1
LYST_0___ZP4,7,7340.0,0,LYST,ZP4
RAD54B_0___GDF6,7,7340.0,0,RAD54B,GDF6
CDH1_0___EFR3A,7,7340.0,0,CDH1,EFR3A
NOTCH2_0___SDCCAG8,7,7340.0,0,NOTCH2,SDCCAG8
MIR30D_0___LY6D,7,7340.0,0,MIR30D,LY6D
PLD5_0___ZFAT,7,7340.0,0,PLD5,ZFAT
ANO1_1___ZP4,7,7340.0,1,ANO1,ZP4
OBSCN_0___COL22A1,7,7340.0,0,OBSCN,COL22A1
FLG2_0___ZFPM2,7,7340.0,0,FLG2,ZFPM2
TRAPPC9_0___SHANK2,7,7340.0,0,TRAPPC9,SHANK2
NOTCH2_1___GRHL2,7,7340.0,1,NOTCH2,GRHL2
PLD5_0___KCNU1,7,7340.0,0,PLD5,KCNU1
CASC8_0___TCHH,7,7340.0,0,CASC8,TCHH
FLG2_0___ANO1,7,7340.0,0,FLG2,ANO1
PLEC_1___RYR2,7,7340.0,1,PLEC,RYR2
OR2L13_0___ZFPM2,7,7340.0,0,OR2L13,ZFPM2
NOTCH2_0___MTSS1,7,7340.0,0,NOTCH2,MTSS1
TRAPPC9_0___MTSS1,7,7340.0,0,TRAPPC9,MTSS1
CYP11B1_0___TMEM75,7,7340.0,0,CYP11B1,TMEM75
OBSCN_0___CDC42BPA,7,7340.0,0,OBSCN,CDC42BPA
SNX31_0___TMEM74,7,7340.0,0,SNX31,TMEM74
NOTCH2_0___CNBD1,7,7340.0,0,NOTCH2,CNBD1
RIMS2_1___TTN,7,7340.0,1,RIMS2,TTN
ADSS_0___TRAPPC9,7,7340.0,0,ADSS,TRAPPC9
OR2T1_0___FMN2,7,7340.0,0,OR2T1,FMN2
FLG2_0___CSMD1,7,7340.0,0,FLG2,CSMD1
OR2T1_0___TARBP1,7,7340.0,0,OR2T1,TARBP1
OR2L13_0___OR2T34,7,7340.0,0,OR2L13,OR2T34
PLEC_1___MYEOV,7,7340.0,1,PLEC,MYEOV
OR2AK2_0___MYEOV,7,7340.0,0,OR2AK2,MYEOV
CDH1_0___ACTN2,7,7340.0,0,CDH1,ACTN2
OR2T1_0___BAALC,7,7340.0,0,OR2T1,BAALC
OR2L13_0___ENPP2,7,7340.0,0,OR2L13,ENPP2
PCAT1_0___EPPK1,7,7340.0,0,PCAT1,EPPK1
NOTCH2_0___TBC1D31,7,7340.0,0,NOTCH2,TBC1D31
MYC_0___TCHH,7,7340.0,0,MYC,TCHH
MYC_0___FLG,7,7340.0,0,MYC,FLG
LY6D_0___PLEC,7,7340.0,0,LY6D,PLEC
FLG_0___RAB11FIP1,7,7340.0,0,FLG,RAB11FIP1
RAD54B_0___PCNXL2,7,7340.0,0,RAD54B,PCNXL2
SDCCAG8_0___CSMD1,7,7340.0,0,SDCCAG8,CSMD1
CDH1_0___OR14A16,7,7340.0,0,CDH1,OR14A16
CA14_0___OR2L3,7,7340.0,0,CA14,OR2L3
GDF6_0___RAB11FIP1,7,7340.0,0,GDF6,RAB11FIP1
LYST_0___TCHH,7,7340.0,0,LYST,TCHH
GDF6_0___TMEM74,7,7340.0,0,GDF6,TMEM74
OR2AK2_0___LINC00536,7,7340.0,0,OR2AK2,LINC00536
LYST_0___NOTCH2,7,7340.0,0,LYST,NOTCH2
MYC_0___NOTCH2,7,7340.0,0,MYC,NOTCH2
OXR1_0___OR2AK2,7,7340.0,0,OXR1,OR2AK2
OR2AK2_0___IRF2BP2,7,7340.0,0,OR2AK2,IRF2BP2
PCAT1_0___RIMS2,7,7340.0,0,PCAT1,RIMS2
NOTCH2_0___FAM49B,7,7340.0,0,NOTCH2,FAM49B
ZFAT_0___NOTCH2,7,7340.0,0,ZFAT,NOTCH2
SNX31_0___ERLIN2,7,7340.0,0,SNX31,ERLIN2
LYST_0___AHCTF1,7,7340.0,0,LYST,AHCTF1
ANO1_1___DNAH14,7,7340.0,1,ANO1,DNAH14
LYST_0___SPTA1,7,7340.0,0,LYST,SPTA1
HSF1_0___DNAH14,7,7340.0,0,HSF1,DNAH14
NOTCH2_0___ZNF623,7,7340.0,0,NOTCH2,ZNF623
OR2T34_0___FMN2,7,7340.0,0,OR2T34,FMN2
SNX31_0___ZNF670,7,7340.0,0,SNX31,ZNF670
TARBP1_0___TRIM67,7,7340.0,0,TARBP1,TRIM67
COL22A1_0___CPSF1,7,7340.0,0,COL22A1,CPSF1
HMCN1_0___DENND3,7,7340.0,0,HMCN1,DENND3
GPR137B_0___TRAPPC9,7,7340.0,0,GPR137B,TRAPPC9
NLRP3_0___GRHL2,7,7340.0,0,NLRP3,GRHL2
RUNX1T1_1___KCNU1,7,7340.0,1,RUNX1T1,KCNU1
GPR137B_0___EIF3H,7,7340.0,0,GPR137B,EIF3H
BAALC_0___GDF6,7,7340.0,0,BAALC,GDF6
ASH1L_0___GPR137B,7,7340.0,0,ASH1L,GPR137B
FAM49B_0___TRPS1,7,7340.0,0,FAM49B,TRPS1
CSMD1_1___OBSCN,7,7340.0,1,CSMD1,OBSCN
ASH1L_0___DENND3,7,7340.0,0,ASH1L,DENND3
TFB2M_0___MYEOV,7,7340.0,0,TFB2M,MYEOV
NLRP3_0___ADCK5,7,7340.0,0,NLRP3,ADCK5
OR2T2_0___WISP1,7,7340.0,0,OR2T2,WISP1
ESRP1_0___OR2T1,7,7340.0,0,ESRP1,OR2T1
GRHL2_0___BAI1,7,7340.0,0,GRHL2,BAI1
GRHL2_0___ZP4,7,7340.0,0,GRHL2,ZP4
FAM135B_0___ENPP2,7,7340.0,0,FAM135B,ENPP2
OBSCN_0___TRAPPC9,7,7340.0,0,OBSCN,TRAPPC9
CSMD1_1___GATA3,7,7340.0,1,CSMD1,GATA3
CSMD1_1___PLD5,7,7340.0,1,CSMD1,PLD5
INTS8_0___HHLA1,7,7340.0,0,INTS8,HHLA1
FAM49B_0___CSMD3,7,7340.0,0,FAM49B,CSMD3
OR14K1_0___KMO,7,7340.0,0,OR14K1,KMO
TRAPPC9_0___OR2L3,7,7340.0,0,TRAPPC9,OR2L3
TAF2_0___TBC1D31,7,7340.0,0,TAF2,TBC1D31
NLRP3_0___AHCTF1,7,7340.0,0,NLRP3,AHCTF1
NLRP3_0___NOTCH2,7,7340.0,0,NLRP3,NOTCH2
OBSCN_0___ADCK5,7,7340.0,0,OBSCN,ADCK5
GPR137B_0___CA14,7,7340.0,0,GPR137B,CA14
PIK3CA_1___FAM135B,7,7340.0,1,PIK3CA,FAM135B
KMO_0___NOTCH2,7,7340.0,0,KMO,NOTCH2
HMCN1_0___ANO1,7,7340.0,0,HMCN1,ANO1
OR2L13_0___ORAOV1,7,7340.0,0,OR2L13,ORAOV1
TRAPPC9_0___ORAOV1,7,7340.0,0,TRAPPC9,ORAOV1
ERLIN2_0___ADCK5,7,7340.0,0,ERLIN2,ADCK5
KMO_0___PKHD1L1,7,7340.0,0,KMO,PKHD1L1
OBSCN_0___EPPK1,7,7340.0,0,OBSCN,EPPK1
OBSCN_0___CCDC166,7,7340.0,0,OBSCN,CCDC166
FLG_1___GATA3,7,7340.0,1,FLG,GATA3
OBSCN_0___GRHL2,7,7340.0,0,OBSCN,GRHL2
TFB2M_0___FAM135B,7,7340.0,0,TFB2M,FAM135B
ERLIN2_0___USH2A,7,7340.0,0,ERLIN2,USH2A
GPR137B_0___PCAT1,7,7340.0,0,GPR137B,PCAT1
PIK3CA_1___UBR5,7,7340.0,1,PIK3CA,UBR5
TRAPPC9_0___OR14K1,7,7340.0,0,TRAPPC9,OR14K1
INTS8_0___COL22A1,7,7340.0,0,INTS8,COL22A1
INTS8_0___OR2T3,7,7340.0,0,INTS8,OR2T3
AKT3_0___OR2T2,7,7340.0,0,AKT3,OR2T2
KCNU1_0___CCDC166,7,7340.0,0,KCNU1,CCDC166
ESRP1_0___SPTA1,7,7340.0,0,ESRP1,SPTA1
ESRP1_0___SLC26A7,7,7340.0,0,ESRP1,SLC26A7
OR2L13_0___OR2C3,7,7340.0,0,OR2L13,OR2C3
ESRP1_0___CSMD3,7,7340.0,0,ESRP1,CSMD3
OBSCN_0___SHANK2,7,7340.0,0,OBSCN,SHANK2
ESRP1_0___RYR2,7,7340.0,0,ESRP1,RYR2
ESRP1_0___NDUFB9,7,7340.0,0,ESRP1,NDUFB9
CSMD1_0___KMO,7,7340.0,0,CSMD1,KMO
ESRP1_0___OR2T3,7,7340.0,0,ESRP1,OR2T3
AKT3_0___RAD54B,7,7340.0,0,AKT3,RAD54B
OR2L13_0___CDH1,7,7340.0,0,OR2L13,CDH1
KCNU1_0___OXR1,7,7340.0,0,KCNU1,OXR1
POU5F1B_0___ZP4,7,7340.0,0,POU5F1B,ZP4
KCNU1_0___EFR3A,7,7340.0,0,KCNU1,EFR3A
OR2T2_0___CTTN,7,7340.0,0,OR2T2,CTTN
KCNU1_0___MYC,7,7340.0,0,KCNU1,MYC
FAM135B_0___TCHH,7,7340.0,0,FAM135B,TCHH
DCAF13_0___OR2C3,7,7340.0,0,DCAF13,OR2C3
DESI2_0___TP53,7,7340.0,0,DESI2,TP53
DENND3_0___DNAH14,7,7340.0,0,DENND3,DNAH14
POU5F1B_0___GLI4,7,7340.0,0,POU5F1B,GLI4
KMO_0___GPR137B,7,7340.0,0,KMO,GPR137B
INTS8_0___SHANK2,7,7340.0,0,INTS8,SHANK2
INTS8_0___BAALC,7,7340.0,0,INTS8,BAALC
CDC42BPA_1___USH2A,7,7340.0,1,CDC42BPA,USH2A
KMO_0___EFR3A,7,7340.0,0,KMO,EFR3A
INTS8_0___ORAOV1,7,7340.0,0,INTS8,ORAOV1
FAM49B_0___PVT1,7,7340.0,0,FAM49B,PVT1
HMCN1_0___SHANK2,7,7340.0,0,HMCN1,SHANK2
AKT3_0___OR2T3,7,7340.0,0,AKT3,OR2T3
KMO_0___OXR1,7,7340.0,0,KMO,OXR1
INTS8_0___AHCTF1,7,7340.0,0,INTS8,AHCTF1
INTS8_0___SLC52A2,7,7340.0,0,INTS8,SLC52A2
OR2T27_0___GATA3,7,7340.0,0,OR2T27,GATA3
AKT3_0___TTN,7,7340.0,0,AKT3,TTN
OR2L13_0___HHLA1,7,7340.0,0,OR2L13,HHLA1
ATP6V1C1_0___ENPP2,7,7340.0,0,ATP6V1C1,ENPP2
COL22A1_0___LRP12,7,7340.0,0,COL22A1,LRP12
KCNU1_0___GPR137B,7,7340.0,0,KCNU1,GPR137B
OR2L13_0___GSDMC,7,7340.0,0,OR2L13,GSDMC
INTS8_0___CA14,7,7340.0,0,INTS8,CA14
AKT3_0___TRPS1,7,7340.0,0,AKT3,TRPS1
ESRP1_0___CSMD1,7,7340.0,0,ESRP1,CSMD1
ASH1L_0___BCL9,7,7340.0,0,ASH1L,BCL9
ASH1L_0___BAALC,7,7340.0,0,ASH1L,BAALC
KMO_0___SPTA1,7,7340.0,0,KMO,SPTA1
ADCK5_0___EPPK1,7,7340.0,0,ADCK5,EPPK1
OR2L13_0___AHCTF1,7,7340.0,0,OR2L13,AHCTF1
ARC_0___OR2T34,7,7340.0,0,ARC,OR2T34
OBSCN_0___PKHD1L1,7,7340.0,0,OBSCN,PKHD1L1
TP53_0___NIPAL2,7,7340.0,0,TP53,NIPAL2
ARC_0___LINC00536,7,7340.0,0,ARC,LINC00536
FGF4_0___RIMS2,7,7340.0,0,FGF4,RIMS2
ARC_0___PDE4DIP,7,7340.0,0,ARC,PDE4DIP
CASC7_0___CDH1,7,7340.0,0,CASC7,CDH1
TP53_0___WHSC1L1,7,7340.0,0,TP53,WHSC1L1
GPR137B_0___HHLA1,7,7340.0,0,GPR137B,HHLA1
HMCN1_0___OR2T34,7,7340.0,0,HMCN1,OR2T34
OR2T2_0___WHSC1L1,7,7340.0,0,OR2T2,WHSC1L1
FAM91A1_0___ERBB2,7,7340.0,0,FAM91A1,ERBB2
TFB2M_0___EXO1,7,7340.0,0,TFB2M,EXO1
TFB2M_0___RNF139,7,7340.0,0,TFB2M,RNF139
ARC_0___GPR137B,7,7340.0,0,ARC,GPR137B
ARC_0___BAALC,7,7340.0,0,ARC,BAALC
OR2T2_0___OR2B11,7,7340.0,0,OR2T2,OR2B11
TP53_0___PDE4DIP,7,7340.0,0,TP53,PDE4DIP
TACC1_0___VPS13B,7,7340.0,0,TACC1,VPS13B
GPR137B_0___ASH1L,7,7340.0,0,GPR137B,ASH1L
OBSCN_0___SLC52A2,7,7340.0,0,OBSCN,SLC52A2
PCNXL2_0___PVT1,7,7340.0,0,PCNXL2,PVT1
ARC_0___TRPS1,7,7340.0,0,ARC,TRPS1
CASC7_0___TP53,7,7340.0,0,CASC7,TP53
BAALC_0___ADSS,7,7340.0,0,BAALC,ADSS
TRAPPC9_0___CA14,7,7340.0,0,TRAPPC9,CA14
OBSCN_0___ADCY8,7,7340.0,0,OBSCN,ADCY8
HMCN1_0___PVT1,7,7340.0,0,HMCN1,PVT1
KMO_0___ZNF670,7,7340.0,0,KMO,ZNF670
NOV_0___TARBP1,7,7340.0,0,NOV,TARBP1
BAALC_0___OR2L3,7,7340.0,0,BAALC,OR2L3
TRAPPC9_0___CCDC166,7,7340.0,0,TRAPPC9,CCDC166
NOV_0___ERBB2,7,7340.0,0,NOV,ERBB2
NOV_0___PIK3CA,7,7340.0,0,NOV,PIK3CA
CA14_0___COL22A1,7,7340.0,0,CA14,COL22A1
PIK3CA_1___TAF2,7,7340.0,1,PIK3CA,TAF2
TP53_0___MTSS1,7,7340.0,0,TP53,MTSS1
PCNXL2_0___TCHH,7,7340.0,0,PCNXL2,TCHH
ARC_0___NDUFB9,7,7340.0,0,ARC,NDUFB9
ARC_0___RYR2,7,7340.0,0,ARC,RYR2
HMCN1_0___PKHD1L1,7,7340.0,0,HMCN1,PKHD1L1
PCNXL2_0___SPTA1,7,7340.0,0,PCNXL2,SPTA1
